"   ","BUSINESS_FLAG","BUSINESS_NAME","BUSINESS_GROUP"
"727","2310","预解冻资金","ABAa+"
"728","2311","申购预解冻","ABAa+"
"729","2312","基金赎回资金预解冻","ABAa+"
"730","2313","佣金冻结","ABAa+"
"731","2314","佣金解冻","ABAa+"
"732","2315","佣金收取","ABAa+"
"733","2316","佣金返还","ABAa+"
"734","2317","转账取预冻结","ABAa+"
"735","2318","转账冻结取消","ABAa+"
"736","2319","佣金差错调增","ABAa+"
"737","2320","佣金差错调减","ABAa+"
"738","2321","手动发起资金调拨","ABAc"
"739","2322","转账计划资金调拨","ABAc"
"740","2323","跨行转账资金调拨","ABAc"
"741","2325","资金预增","ABAa+"
"742","2326","资金预减","ABAa+"
"743","2327","资金预增取消","ABAa+"
"744","2328","资金预减取消","ABAa+"
"745","2331","资金禁取额度","ABAc"
"746","2332","资金禁取取消","ABAc"
"747","2333","资产禁取额度","ABAc"
"748","2334","资产禁取取消","ABAc"
"749","2335","支票套现额度","ABAc"
"750","2336","套现额度取消","ABAc"
"751","2337","现金透支额度","ABAc"
"752","2338","现金透支取消","ABAc"
"753","2339","未回可取额度","ABAc"
"754","2340","未回可取取消","ABAc"
"755","2341","重置支票余额","ABAc"
"756","2342","转融通当日到期资金禁取额度","Az"
"757","2343","转融通当日到期资金禁取取消","Az"
"758","2381","债券资金解冻","ABAa+"
"759","2382","债券资金冻结","ABAa+"
"760","2391","融资买入预约","ABAc"
"761","2392","预约额度调增","ABAc"
"762","2393","预约日期修改","ABAc"
"763","2394","取消当前预约","ABAc"
"764","2403","转帐支票预存","ABAc"
"765","2404","转帐支票取","AADA+"
"766","2405","转帐支票存","AADA+"
"767","2406","转帐支票作废","ABAc"
"768","2407","转帐蓝补","AADD+"
"769","2408","转帐红冲","AADD+"
"770","2409","支票内转存","AAFA+"
"771","2410","支票内转取","AAFA+"
"772","2414","冲转帐支票取","AADA-"
"773","2415","冲转帐支票存","AADA-"
"774","2417","冲转帐蓝补","AADD-"
"775","2418","冲转帐红冲","AADD-"
"776","2419","冲支票内转存","AADD-"
"777","2420","冲支票内转取","AADD-"
"778","2422","兑息扣税","AAFE+"
"779","2423","兑息税划入","AACE+"
"780","2424","限售预扣预缴","AAFE+"
"781","2425","限售扣税","AAFE+"
"782","2426","转融券出借代理费","AA"
"783","2427","转融券出借利息","AA"
"784","2428","转融通出借权益补偿","AA"
"785","2429","转融通出借罚息补偿","AA"
"786","2430","转融通出借罚息支付","AA"
"787","2431","转融通出借资金调账","AA"
"788","2432","自主行权扣税","AAFE+"
"789","2433","自主行权扣税划入","AACE+"
"790","2434","股息红利税补缴","AAFE+"
"791","2435","股息红利税补缴退款","AAFE+"
"792","2436","股票质押现金偿还","AA"
"793","2437","股票质押利息偿还","AA"
"794","2438","股票质押批量还息","AA"
"795","2439","股票质押批量还息划入","AA"
"796","2441","限售预扣税退款","AAFE+"
"797","2442","融资行权现金偿还本金","AA"
"798","2443","融资行权现金偿还利息","AA"
"799","2446","限制性股票融资现金偿还本金","AA"
"800","2447","限制性股票融资现金偿还利息","AA"
"801","2461","利息结算","ABCb+"
"802","2462","罚息结算","ABCb+"
"803","2501","资产修正存","ABCc"
"804","2502","资产修正取","ABCc"
"805","2503","调整股民利息","ABCc+"
"806","2504","调整罚息积数","ABCc+"
"807","2505","调整利息积数","ABCc+"
"808","2506","调整支票金额","ABCc+"
"809","2507","调整长冻金额","ABCc+"
"810","2508","调整冻结金额","ABCc+"
"811","2509","调整未回买入","ABCc+"
"812","2510","调整未回卖出","ABCc+"
"813","2511","调整银行资金","ABCc+"
"814","2512","银证通手续费补扣款","ABCc+"
"815","2513","银证通手续费补退款","ABCc+"
"816","2514","异常调整银行资金","ABCc+"
"817","2515","存管内部资金蓝补","AAAD+"
"818","2516","存管内部资金红冲","AAAD+"
"819","2517","银证通转入","ABCc+"
"820","2518","银证通转出","ABCc+"
"821","2519","存管内部交易资金蓝补","AAAD+"
"822","2520","存管内部交易资金红冲","AAAD+"
"823","2521","存管银行单边资金调增","ABCC+"
"824","2522","存管银行单边资金调减","ABCC+"
"825","2523","存管银行单边交易资金调增","ABCC+"
"826","2524","存管银行单边交易资金调减","ABCC+"
"827","2601","合作申购扣款","AACA+"
"828","2603","合作申购转存","AACA+"
"829","2604","合作申购转取","AACA+"
"830","2605","合作返款转存","AACA+"
"831","2606","合作返款转取","AACA+"
"832","2607","合作分摊转存","AACA+"
"833","2608","合作分摊转取","AACA+"
"834","2623","冲合作转存","AACA-"
"835","2624","冲合作转取","AACA-"
"836","2627","合作收益转存","AACA+"
"837","2628","合作收益转取","AACA+"
"838","2629","资管转让资金上账","AACA"
"839","2630","资管转让资金下账","AACA"
"840","2700","融资借款","AA"
"841","2701","买券偿还融券利息","AA"
"842","2711","卖券偿还融资负债","AA"
"843","2712","卖券偿还融资利息","AA"
"844","2713","卖券偿还融资费用","AA"
"845","2714","自动偿还融资负债","AA"
"846","2715","自动偿还融资利息","AA"
"847","2716","自动偿还融资费用","AA"
"848","2717","平仓偿还融资负债","AA"
"849","2718","平仓偿还融资利息","AA"
"850","2719","平仓偿还融资费用","AA"
"851","2720","直接偿还融资负债","AA"
"852","2721","直接偿还融资利息","AA"
"853","2722","直接偿还融资费用","AA"
"854","2723","直接平仓偿还融资负债","AA"
"855","2724","直接平仓偿还融资利息","AA"
"856","2725","直接平仓偿还融资费用","AA"
"857","2731","卖券偿还其他负债","AA"
"858","2732","卖券偿还其他负债利息","AA"
"859","2733","卖券偿还其他负债费用","AA"
"860","2734","自动偿还其他负债","AA"
"861","2735","自动偿还其他负债利息","AA"
"862","2736","自动偿还其他负债费用","AA"
"863","2737","平仓偿还其他负债","AA"
"864","2738","平仓偿还其他负债利息","AA"
"865","2739","平仓偿还其他负债费用","AA"
"866","2740","直接偿还其他负债","AA"
"867","2741","直接偿还其他负债利息","AA"
"868","2742","直接偿还其他负债费用","AA"
"869","2743","直接平仓偿还其他负债","AA"
"870","2744","直接平仓偿还其他负债利息","AA"
"871","2745","直接平仓偿还其他负债费用","AA"
"872","2768","合约来源转换费用扣收","AA"
"873","2769","合约来源转换利息扣收","AA"
"874","2770","余券红利转入","AA"
"875","2771","余券红股现金转入","AA"
"876","2772","现金了结融券负债","AA"
"877","2773","透支冲正","AA"
"878","2775","待扣收转其他负债转入","AA"
"879","2776","融券合约结息扣收","AA"
"880","2777","融资转其他负债金额扣收","AA"
"881","2778","其他负债罚息扣收","AA"
"882","2779","融资合约结息扣收","AA"
"883","2780","额度占用费扣收","AA"
"884","2781","合约管理费扣收","AA"
"885","2782","签约费扣收","AA"
"886","2783","红利补偿金额扣收","AA"
"887","2784","配股补偿扣收","AA"
"888","2785","专项费用扣收","AA"
"889","2786","通知费用收取","AA"
"890","2787","红股现金补偿扣收","AA"
"891","2788","送股权证补偿扣收","AA"
"892","2789","分离可转债补偿扣收","AA"
"893","2790","其他补偿扣收","AA"
"894","2791","专项融券费用扣收","AA"
"895","2792","专项融券违约金扣收","AA"
"896","2793","专项融券补偿金扣收","AA"
"897","2794","融券罚息扣收","AA"
"898","2795","融资罚息扣收","AA"
"899","2796","专项融资费用扣收","AA"
"900","2797","专项融资违约金扣收","AA"
"901","2798","增发补偿扣收","AA"
"902","2799","透支扣款","AA"
"903","3001","证券转入","BA"
"904","3002","证券转出","BA"
"905","3006","担保证券提交","BA"
"906","3007","担保证券提取","BA"
"907","3008","融资行权委托担保","BA"
"908","3009","融资行权委托担保撤销","BA"
"909","3010","融资行权交收成功","BA"
"910","3011","融资行权交收失败","BA"
"911","3012","卖券还款担保下账","BA"
"912","3013","质押还款担保下账","BA"
"913","3101","证券红冲","BA"
"914","3102","证券蓝补","BA"
"915","3103","证券长冻","BB"
"916","3104","证券长解","BB"
"917","3105","证券冻结","BB"
"918","3106","证券解冻","BB"
"919","3107","手动抵押","BB"
"920","3108","手动解押","BB"
"921","3109","自动抵押","BB"
"922","3110","自动解押","BB"
"923","3118","证券交易冻结","BA"
"924","3119","证券交易解冻","BA"
"925","3205","证券冻结取消","BB"
"926","3206","证券解冻取消","BB"
"927","3301","报价回购预约购回","BB"
"928","3302","报价回购预约购回取消","BB"
"929","3303","报价回购展期设置","BB"
"930","3304","报价回购展期取消","BB"
"931","3900","成本价设置","BB"
"932","3901","证券清理","BA"
"933","3902","上海配售取消","BA"
"934","3903","指定交易蓝补","BA"
"935","3904","指定交易红冲","BA"
"936","4001","证券卖出","BA"
"937","4002","证券买入","BA"
"938","4003","回购拆入","BA"
"939","4004","回购拆出","BA"
"940","4005","拆出购回","BA"
"941","4006","拆入购回","BA"
"942","4007","转托转入","BA"
"943","4008","转托转出","BA"
"944","4009","托管转入","BA"
"945","4010","托管转出","BA"
"946","4011","成交卖出","BB"
"947","4012","成交买入","BB"
"948","4013","配股缴款","BA"
"949","4014","配股入帐","BA"
"950","4015","红股入帐","BA"
"951","4016","新股入帐","BA"
"952","4017","权证入帐","BA"
"953","4018","股息入帐","BA"
"954","4019","余额入账","BA"
"955","4020","申购配号","BA"
"956","4021","申购返款","BA"
"957","4022","申购中签","BA"
"958","4023","转债转股","BA"
"959","4024","转债回售","BA"
"960","4025","转债赎回","BA"
"961","4026","配售中签","BA"
"962","4027","配售确认","BA"
"963","4028","指定交易","BB"
"964","4029","撤消指定","BB"
"965","4030","回购指定","BA"
"966","4031","回购注销","BA"
"967","4032","余额更新","BA"
"968","4033","股份记减","BA"
"969","4034","新股申购","BA"
"970","4035","配售入账","BA"
"971","4036","当日未回卖出","BA"
"972","4037","当日未回买入","BA"
"973","4038","要约预受股份冻结","BB"
"974","4039","要约解除股份解冻","BB"
"975","4040","收购结束股份解冻","BB"
"976","4041","深圳无冻质押","BB"
"977","4042","深圳无冻解押","BB"
"978","4043","深圳冻结质押","BB"
"979","4044","深圳解冻解押","BB"
"980","4045","上海质押登记","BB"
"981","4046","上海质押修改注销","BB"
"982","4047","上海质押修改登记","BB"
"983","4048","上海质押注销","BB"
"984","4049","上海质押到期注销","BB"
"985","4050","要约收购资金划入","BA"
"986","4051","要约收购资金划出","BA"
"987","4052","上海要约收购划转","BB"
"988","4053","手工质押","BB"
"989","4054","手工解押","BB"
"990","4055","债券兑付","BA"
"991","4056","基金分拆","BA"
"992","4057","基金合并","BA"
"993","4058","跨市ETF冲账","BA"
"994","4059","跨市ETF现金替代划出","BA"
"995","4060","跨市ETF现金替代划入","BA"
"996","4061","ETF申购","BA"
"997","4062","ETF赎回","BA"
"998","4063","ETF申购基金过户","BA"
"999","4064","ETF赎回基金过户","BA"
"1000","4065","ETF申购股份过户","BA"
"1001","4066","ETF赎回股份过户","BA"
"1002","4067","ETF现金差额划出","BA"
"1003","4068","ETF现金差额划入","BA"
"1004","4069","ETF现金替代划出","BA"
"1005","4070","ETF现金替代划入","BA"
"1006","4071","ETF现金替代退款","BA"
"1007","4072","ETF现金替代补款","BA"
"1008","4073","开放基金申购","BA"
"1009","4074","开放基金赎回","BA"
"1010","4075","开放基金赎回返款","BA"
"1011","4076","开放基金申购退款","BA"
"1012","4077","开放基金认购确认","BA"
"1013","4078","开放基金认购结果","BA"
"1014","4079","开放基金认购返款","BA"
"1015","4080","非担保交收失败","BA"
"1016","4081","交收资金冻结","BB"
"1017","4082","交收资金冻结取消","BB"
"1018","4083","交收证券冻结","BB"
"1019","4084","交收证券冻结取消","BB"
"1020","4085","回购履约金划出","BA"
"1021","4086","回购履约金划入","BA"
"1022","4087","买断式拆出购回","BA"
"1023","4088","买断式拆入购回","BA"
"1024","4089","买断式拆入回购","BA"
"1025","4090","买断式拆出回购","BA"
"1026","4091","认购行权[券]","BA"
"1027","4092","认购行权[现]","BA"
"1028","4093","认沽行权[券]","BA"
"1029","4094","认沽行权[现]","BA"
"1030","4095","行权标的转入","BA"
"1031","4096","行权标的转出","BA"
"1032","4097","权证上市转入","BA"
"1033","4098","行权权证转出","BA"
"1034","4099","账户式质押入库","BA"
"1035","4100","账户式质押出库","BA"
"1036","4101","处置券出库","BA"
"1037","4102","标准券调整","BA"
"1038","4103","质押回购拆入","BA"
"1039","4104","质押回购拆出","BA"
"1040","4105","拆出质押购回","BA"
"1041","4106","拆入质押购回","BA"
"1042","4107","欠库扣款","BA"
"1043","4108","欠库还款","BA"
"1044","4109","欠库扣违约金","BA"
"1045","4110","开放基金转换转入","BA"
"1046","4111","开放基金转换转出","BA"
"1047","4112","开放基金强行调增","BA"
"1048","4113","开放基金强行调减","BA"
"1049","4114","开放基金认购拉单","BA"
"1050","4115","开放基金强行赎回","BA"
"1051","4116","在库现券调整","BA"
"1052","4117","入库标准券划入","BA"
"1053","4118","出库标准券划出","BA"
"1054","4119","标准券调增","BA"
"1055","4120","标准券调减","BA"
"1056","4121","新股申购补扣","BA"
"1057","4122","市值申购中签","BA"
"1058","4125","挂账兑付","BA2"
"1059","4126","挂账派息","BA"
"1060","4127","转托管费","BA"
"1061","4128","非交易过户收费","BA"
"1062","4129","配股退款退息","BA"
"1063","4130","备付金违约扣减","BA"
"1064","4131","卖空补入","BA"
"1065","4132","保证金违约扣减","BA"
"1066","4133","保证金违约返还","BA"
"1067","4134","备付金违约返还","BA"
"1068","4135","期权行权现券划出","BA"
"1069","4136","期权行权现券划入","BA"
"1070","4139","市值申购中签扣款","BA"
"1071","4140","报价回购拆出","BA"
"1072","4141","拆出报价购回","BA"
"1073","4142","拆出报价提前购回","BA"
"1074","4143","证券司法冻结","BA"
"1075","4144","证券司法解冻","BA"
"1076","4145","证券司法续冻","BA"
"1077","4146","证券轮候冻结","BA"
"1078","4147","证券轮候解冻","BA"
"1079","4148","证券轮候续冻","BA"
"1080","4149","约定购回初始交易","BA"
"1081","4150","约定购回购回交易","BA"
"1082","4151","大宗交易证券卖出","BA"
"1083","4152","大宗交易证券买入","BA"
"1084","4153","转融通出借人证券划入","BA"
"1085","4154","转融通出借人证券划出","BA"
"1086","4155","转融通担保品证券划入","BA"
"1087","4156","转融通担保品证券划出","BA"
"1088","4159","证金公司划付权益给出借人","BA"
"1089","4160","证金公司临时动用担保证券","BA"
"1090","4161","证金公司临时归还担保证券","BA"
"1091","4162","证金公司归还担保证券权益","BA"
"1092","4163","证金公司处置违约担保证券","BA"
"1093","4164","证金公司证券划付申请调账","BA"
"1094","4165","证券公司证券划付申请调账","BA"
"1095","4166","市值申购中签扣款回冲","BA"
"1096","4170","交收资金修正","BB"
"1097","4171","交收资金修正取消","BB"
"1098","4172","交收股份修正","BB"
"1099","4173","交收股份修正取消","BB"
"1100","4175","货币基金申购","BA"
"1101","4176","货币基金赎回","BA"
"1102","4177","自主行权","BA"
"1103","4178","实时货币基金现金替代划出","BA"
"1104","4179","实时货币基金现金替代划入","BA"
"1105","4180","实时货币基金申购份额过户","BA"
"1106","4181","实时货币基金赎回份额过户","BA"
"1107","4182","实时货币基金结算费用支付","BA"
"1108","4183","股票质押初始交易","BA"
"1109","4184","股票质押补充质押","BA"
"1110","4185","股票质押购回交易","BA"
"1111","4186","股票质押违约处置","BA"
"1112","4187","股票质押现金偿还","AA"
"1113","4188","股票质押终止购回","BA"
"1114","4189","股票质押回购标的部分解押","BA"
"1115","4190","股票质押回购红利部分解押","BA"
"1116","4191","上市流通","BA"
"1117","4193","资管份额转出","BA"
"1118","4194","资管份额转入","BA"
"1119","4195","交收资金划出","BA"
"1120","4196","交收资金划入","BA"
"1121","4198","股票质押回购利息","BA"
"1122","4199","股票质押部分购回","BA"
"1123","4401","债券预发行交易保证金收取","AA"
"1124","4402","债券预发行交易保证金退还","AA"
"1125","4403","债券预发行初始额度注册","BA"
"1126","4404","债券预发行初始额度注销","BA"
"1127","4405","债券预发行承销资金结算","BA"
"1128","4406","债券预发行承销证券交收","BA"
"1129","4407","债券预发行现金补偿","BA"
"1130","4410","期权备兑开仓锁券","BB"
"1131","4411","期权认沽行权锁券","BB"
"1132","4412","期权行权证券申报处置划出","BA"
"1133","4413","期权行权证券申报处置划入","BA"
"1134","4414","期权行权处置证券返还划出","BA"
"1135","4415","期权行权处置证券返还划入","BA"
"1136","4416","期权行权标的垫券划入","BA"
"1137","4417","期权行权标的垫券划出","BA"
"1138","4418","期权行权标的还券划入","BA"
"1139","4419","期权行权标的还券划出","BA"
"1140","4420","港股通组合费收取","BA"
"1141","4421","港股通组合费补扣","BA"
"1142","4422","融资行权本金偿还","BA"
"1143","4423","融资行权权证划出","BA"
"1144","4424","融资行权标的划入","BA"
"1145","4425","融资行权资金融入","BA"
"1146","4426","融资行权利息偿还","BA"
"1147","4427","期权行权待清偿证券扣划","BA"
"1148","4428","期权行权待清偿证券返还","BA"
"1149","4429","债券质押初始交易","BA"
"1150","4430","债券质押购回交易","BA"
"1151","4431","债券质押购回利息","BA"
"1152","4432","限制性股票融资资金划出","BA"
"1153","4433","限制性股票融资资金融入","BA"
"1154","4434","限制性股票融资本金归还","BA"
"1155","4435","限制性股票融资利息归还","BA"
"1156","4701","还款卖出","BA"
"1157","4702","融资买入","BA"
"1158","4703","融券卖出","BA"
"1159","4704","还券买入","BA"
"1160","4705","融资平仓","BA"
"1161","4706","融券平仓","BA"
"1162","4721","担保品划入","BA"
"1163","4722","担保品划出","BA"
"1164","4723","融券借券","BB"
"1165","4724","买券还券","BB"
"1166","4725","直接还券","BA"
"1167","4726","多还退券","BA"
"1168","4727","平仓还券","BB"
"1169","4999","失败业务","BB"
"1170","5000","资金账户总数","C1a"
"1171","5001","正常资金账户数","C1a"
"1172","5002","冻结资金账户数","C1a"
"1173","5003","挂失资金账户数","C1a"
"1174","5004","销户资金账户数","C1a"
"1175","5005","币种资金账户数","C1a"
"1176","5006","休眠资金账户数","C1a"
"1177","5007","不合格资金账户数","C1a"
"1178","5008","风险处置资金账户数","C1a"
"1179","5009","休眠激活资产账户数","C1a"
"1180","5010","代理人总数","C1z"
"1181","5011","正常代理人数","C1z"
"1182","5012","冻结代理人数","C1z"
"1183","5013","挂失代理人数","C1z"
"1184","5014","销户代理人数","C1z"
"1185","5015","代理委托人数","C1z"
"1186","5016","代理存取人数","C1z"
"1187","5020","客户总人数","C1a"
"1188","5021","正常客户人数","C1a"
"1189","5022","销户客户人数","C1a"
"1190","5023","个人客户人数","C1a"
"1191","5024","机构客户人数","C1a"
"1192","5200","期初资金余额","C2h"
"1193","5201","当前资金余额","C2h"
"1194","5202","冻结资金金额","C2k"
"1195","5203","解冻资金金额","C2l"
"1196","5204","利息积数","C2i"
"1197","5205","罚息积数","C2z"
"1198","5206","待入帐利息","C2i"
"1199","5207","未回买入资金","C2z"
"1200","5208","未回卖出资金","C2z"
"1201","5209","预计利息","C2i"
"1202","5210","预计罚息","C2z"
"1203","5211","预计利息税","C2i"
"1204","5212","透支总额","C2j"
"1205","5213","证券市值汇总","C2z"
"1206","5214","股东证券市值汇总","C2z"
"1207","5215","股东当前资金余额","C2z"
"1208","5217","休眠户资金余额","C2h"
"1209","5218","不合格资金余额","C2h"
"1210","5223","不合格结息","C2i"
"1211","5224","风险处置结息","C2h"
"1212","5225","风险处置资金余额","C2h"
"1213","5301","盈亏分析人数","C1z"
"1214","5302","邮递对帐人数","C1z"
"1215","5303","提醒标志人数","C1z"
"1216","5304","动态密码人数","C1z"
"1217","5305","自动转帐人数","C1z"
"1218","5306","经纪客户人数","C1z"
"1219","5307","基金代销人数","C1z"
"1220","5308","签定协议人数","C1z"
"1221","5309","多账户存管人数","C1z"
"1222","5310","电子合同人数","C1z"
"1223","5311","费用精确冻结人数","C1z"
"1224","5312","资金存管人数","C1z"
"1225","5313","周边锁定保护人数","C1z"
"1226","5314","网站客户人数","C1z"
"1227","5316","债券代销人数","C1z"
"1228","5317","callcenter客户人数","C1z"
"1229","5318","手机客户人数","C1z"
"1230","5351","禁止销户人数","C1z"
"1231","5352","禁止买入人数","C1z"
"1232","5353","禁止卖出人数","C1z"
"1233","5354","禁撤销指定人数","C1z"
"1234","5355","禁回购撤指人数","C1z"
"1235","5356","禁止转托管人数","C1z"
"1236","5357","禁止银行支取人数","C1z"
"1237","5358","禁止柜台支取人数","C1z"
"1238","5359","周边限制输入人数","C1z"
"1239","5360","禁止股东转移人数","C1z"
"1240","5376","自助委托人数","C1z"
"1241","5377","电话委托人数","C1z"
"1242","5378","驻留委托人数","C1z"
"1243","5379","远程委托人数","C1z"
"1244","5380","柜台委托人数","C1z"
"1245","5381","漫游委托人数","C1z"
"1246","5382","分支委托人数","C1z"
"1247","5383","网上委托人数","C1z"
"1248","5384","手机委托人数","C1z"
"1249","5385","VIP委托人数","C1z"
"1250","5402","转托转出股东数","C1b"
"1251","5403","撤销指定股东数","C1b"
"1252","5404","指定交易股东数","C1b"
"1253","5411","股东总数","C1b"
"1254","5412","正常股东数","C1b"
"1255","5413","挂失股东数","C1b"
"1256","5414","冻结股东数","C1b"
"1257","5415","销户股东数","C1b"
"1258","5416","普通账户数","C1b"
"1259","5417","基金账户数","C1b"
"1260","5418","法人账户数","C1b"
"1261","5419","回购账户数","C1b"
"1262","5420","机构账户数","C1b"
"1263","5434","市价委托股东数","C1b"
"1264","5435","代理缴款股东数","C1b"
"1265","5439","代理申购股东数","C1b"
"1266","5440","代理配售股东数","C1b"
"1267","5441","报价委托股东数","C1b"
"1268","5442","质押回购股东数","C1b"
"1269","5443","权证交易股东数","C1b"
"1270","5444","ETF申购股东数","C1b"
"1271","5445","买断回购股东数","C1b"
"1272","5446","创业板交易股东数","C1b"
"1273","5471","禁止买入股东数","C1b"
"1274","5472","禁止卖出股东数","C1b"
"1275","5473","禁撤销指定股东数","C1b"
"1276","5474","禁回购注销股东数","C1b"
"1277","5475","禁止转托管股东数","C1b"
"1278","5700","融资授信额度","C2z"
"1279","5701","融券授信额度","C2z"
"1280","5702","授信总额度","C2z"
"1281","5703","已激活账户融资授信额度","C2z"
"1282","5704","已激活账户融券授信额度","C2z"
"1283","5705","已激活账户授信总额度","C2z"
"1284","5706","融资已使用额度","C2z"
"1285","5707","融券已使用额度","C2z"
"1286","5708","已使用总额度","C2z"
"1287","5720","信用账户开户人数","C2z"
"1288","5721","信用账户销户人数","C2z"
"1289","5780","净资产","C2z"
"1290","5800","期初融资余额","C2z"
"1291","5801","期初融券余额","C2z"
"1292","5802","当前融资余额","C2z"
"1293","5803","当前融券余额","C2z"
"1294","5804","新开仓融资金额","C2z"
"1295","5805","新开仓融券金额","C2z"
"1296","5806","融资负债利息","C2z"
"1297","5807","融券负债利息","C2z"
"1298","5808","送股补偿","C2z"
"1299","5809","派息补偿","C2z"
"1300","5810","配股补偿","C2z"
"1301","5811","代扣收费用","C2z"
"1302","5812","当前融资卖券还款额","C2z"
"1303","5813","当前融资强制平仓额","C2z"
"1304","5814","当前融资直接还款额","C2z"
"1305","5815","当前融资偿还总额","C2z"
"1306","5816","融资已还利息","C2z"
"1307","5817","融券已还利息","C2z"
"1308","5818","融资负债罚息","C2z"
"1309","5819","已用保证金","C2z"
"1310","5820","当前融券强制平仓额","C2z"
"1311","5823","融券归还金额(市值)","C2z"
"1312","5824","融资融券交易金额","C2z"
"1313","5825","融资融券买卖业务净收入","C2z"
"1314","5901","预警客户数量","C1a"
"1315","5902","追保客户数量","C1a"
"1316","5903","平仓客户数量","C1a"
"1317","5904","提成回购拆出","C2z"
"1318","5905","费用分成卖出","C2z"
"1319","5906","费用分成买入","C2z"
"1320","5907","提成要约收购","C2z"
"1321","5908","卖出费用分成","C2z"
"1322","5909","买入费用分成","C2z"
"1323","5950","担保品市值","C2z"
"1324","5951","担保品可供抵押规模","C2z"
"1325","5952","担保品总规模（含现金）","C2z"
"1326","5953","平均折算率","C2z"
"1327","7000","档案任务新增","L"
"1328","7001","营业部复核档案任务","L"
"1329","7002","总部复核档案任务","L"
"1330","7003","档案补扫","L"
"1331","7004","档案任务删除","L"
"1332","7005","档案任务修改","L"
"1333","7006","档案任务采集","L"
"1334","7007","客户档案身份确认","L"
"1335","7010","档案子任务新增","L"
"1336","7011","档案子任务删除","L"
"1337","7014","扫描图像新增","L"
"1338","7015","扫描图像上传营业部","L"
"1339","7016","扫描图像上传总部","L"
"1340","7017","扫描图像删除","L"
"1341","7021","档案立卷","L"
"1342","7022","档案组卷","L"
"1343","7023","案卷归档","L"
"1344","7026","档案新增","L"
"1345","7027","档案借出","L"
"1346","7028","档案归还","L"
"1347","7029","档案迁出","L"
"1348","7030","档案迁入","L"
"1349","7031","档案销毁","L"
"1350","7032","档案打回","L"
"1351","7033","档案补录","L"
"1352","7040","档案报送人工驳回","L"
"1353","7041","档案报送质检驳回","L"
"1354","7042","档案报送中登失败驳回","L"
"1355","7043","档案报送中登核对驳回","L"
"1356","7044","档案报送记录删除","L"
"1357","7045","档案报送记录新建","L"
"1358","7046","档案报送记录采集","L"
"1359","7047","档案报送记录导出","L"
"1360","7048","资金账户报送信息导入","L"
"1361","7049","资金账户报送信息采集","L"
"1362","7050","资金账户报送信息审核","L"
"1363","7051","证券理财解挂失败","LA"
"1364","7052","资金账户报送信息驳回","L"
"1365","7053","资金账户报送信息导出","L"
"1366","7054","资金账户报送信息更新","L"
"1367","15000","资源组合内容增加","M"
"1368","15001","资源组合内容删除","M"
"1369","15100","认证用户开户","M"
"1370","15101","认证用户销户","M"
"1371","15102","认证用户信息修改","M"
"1372","15103","认证用户预留信息修改","M"
"1373","15104","认证用户类别修改","M"
"1374","15105","认证用户资源串修改","M"
"1375","15106","用户实时同步增加","M"
"1376","15107","用户实时同步修改","M"
"1377","15108","用户全量同步增加","M"
"1378","15109","用户全量同步修改","M"
"1379","15110","用户注册开户","M"
"1380","15111","用户注册销户","M"
"1381","15112","用户注册账户关联","M"
"1382","15113","用户注册账户关联取消","M"
"1383","15114","用户注册用户名修改","M"
"1384","15115","用户认证密码修改","M"
"1385","15116","用户认证密码清密","M"
"1386","15117","用户认证密码锁定","M"
"1387","15118","用户认证密码解锁","M"
"1388","15119","用户服务密码修改","M"
"1389","15120","用户服务密码清密","M"
"1390","15121","用户服务密码锁定","M"
"1391","15122","用户服务密码解锁","M"
"1392","15123","用户通讯密码修改","M"
"1393","15124","用户通讯密码清密","M"
"1394","15125","用户通讯密码锁定","M"
"1395","15126","用户通讯密码解锁","M"
"1396","15127","用户分级信息增加","M"
"1397","15128","用户分级信息删除","M"
"1398","15129","用户分级信息修改","M"
"1399","15130","用户资源组合增加","M"
"1400","15131","用户资源组合删除","M"
"1401","15132","用户资源组合修改","M"
"1402","15133","用户绑定信息增加","M"
"1403","15134","用户绑定信息删除","M"
"1404","15300","三方认证开户","M"
"1405","15301","三方认证销户","M"
"1406","15302","三方认证修改","M"
"1407","15303","紧急密码生成","M"
"1408","15304","紧急密码启用","M"
"1409","15305","紧急密码禁用","M"
"1410","15310","动态密码令牌签发","M"
"1411","15311","动态密码令牌注销","M"
"1412","15312","动态密码令牌启用","M"
"1413","15313","动态密码令牌禁用","M"
"1414","15314","动态密码令牌挂失","M"
"1415","15315","动态密码令牌解挂","M"
"1416","15316","动态密码令牌锁定","M"
"1417","15317","动态密码令牌解锁","M"
"1418","15318","动态密码令牌作废","M"
"1419","15319","动态密码令牌恢复","M"
"1420","15320","动态密码令牌同步","M"
"1421","15321","动态密码令牌更换","M"
"1422","15322","动态密码令牌导入","M"
"1423","15323","动态密码令牌删除","M"
"1424","15324","动态密码令牌延期","M"
"1425","15340","UKEY数字证书签发","M"
"1426","15341","UKEY数字证书吊销","M"
"1427","15342","USBKEY证书冻结","Dz"
"1428","15343","USBKEY证书解冻","Dz"
"1429","15344","USBKEY证书挂失","Dz"
"1430","15345","USBKEY证书解挂","Dz"
"1431","15346","USBKEY证书锁定","Dz"
"1432","15347","USBKEY证书解锁","Dz"
"1433","15348","UKEY数字证书重新签发","M"
"1434","15351","USBKEY证书更换","Dz"
"1435","15352","USBKEY证书导入","Dz"
